school_id,academic_year,grade_level,average_score,attendance_percentage,dropout_risk_flag
SCH_0035,2024,1.0,,85.01,
SCH_0084,2020,3.0,,,
SCH_0059,2021,6.0,,95.4,
SCH_0077,2021,12.0,,,
SCH_0083,2024,7.0,45.15,88.34,1.0
SCH_0085,2019,9.0,67.04,61.44,1.0
SCH_0032,2022,10.0,,92.3,
SCH_0113,2019,,90.68,,
SCH_0117,2020,4.0,,,
SCH_0060,2022,12.0,,,
SCH_0083,2020,1.0,,,
SCH_0119,2021,11.0,56.41,,
SCH_0053,2021,10.0,76.0,95.1,0.0
SCH_0073,2022,12.0,84.34,,
SCH_0030,2020,2.0,70.29,,
SCH_0084,2021,5.0,47.2,78.7,1.0
SCH_0056,2021,3.0,,93.19,
SCH_0016,2024,12.0,61.66,60.85,1.0
SCH_0085,2021,1.0,70.78,,
SCH_0009,2022,8.0,79.77,,
SCH_0057,2019,4.0,42.27,,
SCH_0002,2022,11.0,,97.41,
SCH_0063,2023,2.0,,,
SCH_0007,2021,9.0,60.52,63.99,1.0
SCH_0017,2020,4.0,80.09,,
SCH_0040,2020,,64.69,,
SCH_0054,2020,7.0,,,
SCH_0054,2024,4.0,,,
SCH_0057,2022,1.0,63.43,,
SCH_0114,2022,9.0,42.52,77.47,1.0
SCH_0111,2022,3.0,62.06,,
SCH_0084,2021,6.0,,,
SCH_0079,2021,12.0,,,
SCH_0075,2022,10.0,,73.91,
SCH_0083,2023,8.0,,,
SCH_0072,2021,2.0,,,
SCH_0052,2024,6.0,76.29,,
SCH_0056,2019,7.0,60.46,,
SCH_0107,2022,,45.86,,
SCH_0098,2020,10.0,92.41,,
SCH_0064,2023,,,78.54,
SCH_0101,2020,9.0,,82.96,
SCH_0014,2021,9.0,63.37,95.26,0.0
SCH_0036,2019,1.0,75.89,,
SCH_0115,2021,10.0,65.55,99.22,0.0
SCH_0064,2024,11.0,87.17,80.08,0.0
SCH_0064,2024,5.0,61.18,,
SCH_0096,2022,3.0,83.01,,
SCH_0032,2021,2.0,,,
SCH_0005,2023,11.0,93.82,,
SCH_0085,2022,6.0,72.67,,
SCH_0001,2022,12.0,69.78,,
SCH_0063,2019,4.0,69.06,77.77,0.0
SCH_0112,2023,7.0,,,
SCH_0052,2019,11.0,84.76,61.49,1.0
SCH_0047,2020,7.0,,65.27,
SCH_0092,2024,5.0,,79.01,
SCH_0021,2024,7.0,,80.85,
SCH_0058,2024,6.0,,80.3,
SCH_0108,2021,11.0,40.51,,
SCH_0056,2023,10.0,93.71,71.98,1.0
SCH_0113,2019,3.0,,,
SCH_0099,2023,11.0,75.94,,
SCH_0069,2020,9.0,,,
SCH_0073,2020,,,96.23,
SCH_0116,2020,4.0,69.91,,
SCH_0027,2023,1.0,,64.83,
SCH_0057,2023,10.0,91.69,,
SCH_0064,2021,9.0,50.71,,
SCH_0058,2022,11.0,,77.42,
SCH_0015,2024,1.0,76.04,,
SCH_0029,2024,2.0,,,
SCH_0053,2021,2.0,,63.14,
SCH_0059,2020,5.0,90.76,,
SCH_0075,2021,,61.37,,
SCH_0119,2022,,,75.4,
SCH_0099,2020,7.0,81.95,,
SCH_0001,2020,10.0,,64.3,
SCH_0088,2022,11.0,,,
SCH_0117,2024,1.0,,93.29,
SCH_0033,2020,10.0,48.56,65.15,1.0
SCH_0049,2023,4.0,,68.83,
SCH_0080,2023,12.0,,,
SCH_0090,2021,5.0,,,
SCH_0097,2021,5.0,60.91,,
SCH_0039,2022,7.0,76.2,99.24,0.0
SCH_0077,2020,4.0,67.99,99.45,0.0
SCH_0072,2024,1.0,49.45,78.84,1.0
SCH_0035,2019,,,,
SCH_0025,2019,7.0,74.04,,
SCH_0002,2024,5.0,73.61,,
SCH_0096,2022,7.0,67.24,,
SCH_0091,2019,4.0,89.94,65.09,1.0
SCH_0021,2023,4.0,94.14,77.54,0.0
SCH_0067,2020,3.0,,94.66,
SCH_0113,2021,7.0,75.7,91.68,0.0
SCH_0057,2023,10.0,,,
SCH_0004,2022,10.0,,,
SCH_0074,2023,11.0,89.17,,
SCH_0052,2020,8.0,76.24,,
SCH_0032,2024,2.0,,87.03,
SCH_0072,2024,4.0,83.9,72.5,0.0
SCH_0101,2019,1.0,,,
SCH_0020,2021,11.0,,,
SCH_0115,2023,10.0,,60.48,
SCH_0010,2024,8.0,,,
SCH_0067,2021,8.0,,65.73,
SCH_0049,2024,10.0,,,
SCH_0109,2021,5.0,,66.0,
SCH_0053,2020,4.0,,87.47,
SCH_0030,2022,12.0,,,
SCH_0060,2020,8.0,47.61,,
SCH_0064,2022,4.0,78.11,84.21,0.0
SCH_0020,2020,8.0,,,
SCH_0111,2021,4.0,93.01,95.01,0.0
SCH_0120,2023,5.0,,63.54,
SCH_0111,2024,12.0,,78.36,
SCH_0117,2022,2.0,,,
SCH_0046,2024,11.0,74.15,,
SCH_0117,2020,1.0,66.22,82.7,0.0
SCH_0102,2024,,,86.7,
SCH_0009,2023,8.0,,74.88,
SCH_0032,2019,5.0,47.35,62.6,1.0
SCH_0077,2021,12.0,44.69,85.91,1.0
SCH_0094,2020,1.0,77.47,,
SCH_0007,2023,8.0,,,
SCH_0120,2019,4.0,,97.19,
SCH_0092,2019,7.0,40.41,,
SCH_0069,2022,7.0,,,
SCH_0010,2019,12.0,,,
SCH_0038,2021,12.0,,86.32,
SCH_0114,2020,10.0,,75.09,
SCH_0113,2019,10.0,,,
SCH_0118,2020,11.0,40.15,,
SCH_0093,2022,,66.36,71.4,1.0
SCH_0092,2023,3.0,,,
SCH_0008,2019,11.0,,99.96,
SCH_0120,2022,3.0,,91.69,
SCH_0052,2024,12.0,82.78,,
SCH_0112,2020,6.0,,,
SCH_0013,2021,5.0,68.06,89.88,0.0
SCH_0014,2024,9.0,77.64,62.88,1.0
SCH_0058,2019,1.0,44.16,,
SCH_0097,2024,,,99.48,
SCH_0108,2019,2.0,,97.28,
SCH_0097,2023,11.0,,80.36,
SCH_0013,2022,11.0,40.55,,
SCH_0018,2021,,92.41,87.29,0.0
SCH_0015,2020,10.0,,87.8,
SCH_0042,2022,,64.17,,
SCH_0120,2022,10.0,53.73,94.93,0.0
SCH_0022,2024,11.0,,70.99,
SCH_0064,2021,5.0,72.94,,
SCH_0059,2024,6.0,43.54,80.25,1.0
SCH_0087,2020,3.0,50.54,,
SCH_0020,2023,5.0,,,
SCH_0091,2024,9.0,84.86,,
SCH_0007,2020,12.0,,,
SCH_0114,2023,9.0,,67.58,
SCH_0002,2021,7.0,,67.38,
SCH_0102,2019,7.0,85.96,63.8,1.0
SCH_0009,2021,10.0,,,
SCH_0071,2019,6.0,,85.95,
SCH_0118,2024,6.0,,,
SCH_0013,2022,4.0,,67.2,
SCH_0011,2023,5.0,80.96,,
SCH_0042,2022,10.0,,74.13,
SCH_0009,2021,9.0,,90.13,
SCH_0110,2024,,,,
SCH_0011,2020,8.0,,73.87,
SCH_0089,2023,6.0,46.97,80.76,1.0
SCH_0109,2019,10.0,,,
SCH_0116,2024,10.0,,,
SCH_0099,2022,8.0,,,
SCH_0053,2019,7.0,48.06,,
SCH_0003,2024,3.0,49.33,71.63,1.0
SCH_0082,2020,8.0,,,
SCH_0006,2023,6.0,59.94,67.82,1.0
SCH_0004,2023,6.0,,,
SCH_0046,2019,12.0,91.06,99.64,0.0
SCH_0056,2023,6.0,92.19,70.64,1.0
SCH_0062,2023,1.0,,85.33,
SCH_0119,2020,10.0,64.51,,
SCH_0065,2022,8.0,73.11,,
SCH_0086,2021,12.0,70.16,93.42,0.0
SCH_0002,2020,6.0,,91.2,
SCH_0100,2021,12.0,68.78,,
SCH_0042,2019,5.0,81.01,93.91,0.0
SCH_0052,2019,4.0,,,
SCH_0095,2022,8.0,,,
SCH_0059,2021,12.0,63.06,60.63,1.0
SCH_0006,2020,10.0,,,
SCH_0050,2023,3.0,,95.29,
SCH_0096,2023,12.0,88.48,,
SCH_0006,2021,4.0,,95.42,
SCH_0017,2020,3.0,,,
SCH_0103,2023,8.0,,95.18,
SCH_0013,2022,11.0,63.21,75.19,0.0
SCH_0088,2022,11.0,92.72,,
SCH_0062,2022,11.0,,,
SCH_0085,2024,5.0,67.43,,
SCH_0041,2021,7.0,91.81,,
SCH_0057,2023,1.0,94.83,,
SCH_0084,2020,5.0,,70.98,
SCH_0023,2021,3.0,,82.13,
SCH_0064,2021,3.0,94.1,,
SCH_0083,2022,3.0,67.98,78.86,0.0
SCH_0002,2020,2.0,94.16,96.07,0.0
SCH_0117,2020,5.0,,69.26,
SCH_0090,2023,3.0,,,
SCH_0089,2019,11.0,,69.03,
SCH_0112,2023,8.0,59.81,,
SCH_0074,2022,7.0,51.71,88.93,1.0
SCH_0044,2023,7.0,,,
SCH_0038,2020,10.0,,86.02,
SCH_0085,2024,8.0,52.77,60.11,1.0
SCH_0112,2019,11.0,52.82,80.2,0.0
SCH_0022,2023,6.0,,,
SCH_0070,2022,9.0,41.97,93.69,1.0
SCH_0113,2023,4.0,41.07,91.67,1.0
SCH_0109,2024,11.0,,84.18,
SCH_0069,2019,12.0,,,
SCH_0064,2022,2.0,,,
SCH_0046,2020,,70.76,,
SCH_0068,2023,5.0,,,
SCH_0048,2020,3.0,,62.96,
SCH_0109,2021,12.0,40.37,98.01,1.0
SCH_0088,2021,5.0,88.55,,
SCH_0020,2021,1.0,57.24,99.46,0.0
SCH_0117,2022,5.0,90.63,,
SCH_0028,2024,7.0,,60.42,
SCH_0047,2020,12.0,47.88,97.46,1.0
SCH_0112,2023,6.0,45.93,70.4,1.0
SCH_0098,2024,12.0,,,
SCH_0093,2019,7.0,,83.98,
SCH_0072,2023,8.0,,93.8,
SCH_0107,2023,4.0,,,
SCH_0011,2024,4.0,82.66,,
SCH_0100,2020,8.0,61.37,93.92,0.0
SCH_0085,2021,4.0,,84.6,
SCH_0022,2019,10.0,79.89,,
SCH_0120,2020,2.0,,,
SCH_0107,2024,1.0,,89.97,
SCH_0022,2019,11.0,,,
SCH_0079,2024,12.0,,,
SCH_0061,2023,1.0,54.0,,
SCH_0109,2020,5.0,80.23,,
SCH_0083,2022,9.0,,79.77,
SCH_0068,2023,10.0,76.69,65.62,1.0
SCH_0027,2019,10.0,76.29,,
SCH_0063,2023,5.0,,,
SCH_0012,2023,10.0,61.82,80.95,0.0
SCH_0005,2021,8.0,57.56,91.65,0.0
SCH_0021,2024,3.0,41.03,,
SCH_0009,2020,,53.3,95.93,0.0
SCH_0096,2020,1.0,87.2,97.92,0.0
SCH_0081,2023,6.0,,60.68,
SCH_0040,2019,,,71.38,
SCH_0089,2023,7.0,52.95,87.17,0.0
SCH_0042,2019,,,,
SCH_0094,2023,,78.39,72.99,0.0
SCH_0120,2019,7.0,63.26,83.35,0.0
SCH_0117,2024,3.0,56.38,,
SCH_0030,2019,5.0,78.42,,
SCH_0037,2021,9.0,,,
SCH_0042,2023,3.0,43.22,,
SCH_0006,2020,2.0,,94.4,
SCH_0116,2022,6.0,,,
SCH_0085,2022,,85.68,61.39,1.0
SCH_0051,2020,5.0,80.47,65.05,1.0
SCH_0062,2024,2.0,41.39,,
SCH_0018,2020,10.0,,,
SCH_0028,2023,10.0,78.25,71.36,1.0
SCH_0041,2019,1.0,,69.88,
SCH_0112,2019,2.0,48.91,,
SCH_0086,2021,7.0,67.49,,
SCH_0029,2019,9.0,,,
SCH_0099,2021,4.0,40.95,84.64,1.0
SCH_0063,2022,10.0,76.52,67.9,1.0
SCH_0076,2021,10.0,,83.38,
SCH_0100,2019,4.0,,96.3,
SCH_0007,2021,9.0,,,
SCH_0017,2020,1.0,,77.89,
SCH_0038,2024,7.0,,64.8,
SCH_0108,2020,10.0,48.26,,
SCH_0093,2021,6.0,81.97,62.1,1.0
SCH_0098,2024,4.0,,,
SCH_0085,2019,1.0,,73.59,
SCH_0100,2020,3.0,69.23,,
SCH_0073,2019,,,86.4,
SCH_0038,2021,5.0,,99.2,
SCH_0015,2020,12.0,,,
SCH_0099,2022,9.0,43.62,,
SCH_0058,2020,8.0,,,
SCH_0093,2021,2.0,93.01,89.39,0.0
SCH_0116,2023,8.0,,97.12,
SCH_0062,2021,7.0,,81.02,
SCH_0097,2023,12.0,63.75,94.37,0.0
SCH_0113,2023,3.0,73.98,,
SCH_0058,2022,2.0,,,
SCH_0014,2020,5.0,55.52,63.72,1.0
SCH_0091,2019,4.0,51.3,94.32,1.0
SCH_0117,2019,12.0,79.28,83.03,0.0
SCH_0118,2019,4.0,67.87,,
SCH_0112,2019,6.0,71.07,71.19,1.0
SCH_0037,2019,2.0,,,
SCH_0079,2023,10.0,64.86,84.99,0.0
SCH_0066,2023,11.0,,,
SCH_0060,2024,8.0,66.64,64.28,1.0
SCH_0008,2024,8.0,40.82,68.75,1.0
SCH_0076,2023,6.0,,,
SCH_0017,2022,11.0,,65.17,
SCH_0111,2019,11.0,,78.71,
SCH_0076,2023,9.0,70.78,85.28,0.0
SCH_0098,2024,,,96.89,
SCH_0094,2020,3.0,,70.14,
SCH_0027,2024,3.0,53.99,98.28,0.0
SCH_0012,2021,5.0,43.12,79.45,1.0
SCH_0010,2019,,88.95,81.94,0.0
SCH_0009,2020,10.0,,70.35,
SCH_0080,2019,,76.02,,
SCH_0013,2020,11.0,45.69,,
SCH_0075,2022,9.0,,,
SCH_0096,2023,2.0,53.01,80.77,0.0
SCH_0111,2024,4.0,78.33,,
SCH_0017,2021,5.0,,,
SCH_0046,2020,8.0,,69.68,
SCH_0099,2023,,,,
SCH_0092,2024,9.0,68.22,94.79,0.0
SCH_0111,2021,5.0,,81.38,
SCH_0109,2024,7.0,,92.25,
SCH_0095,2019,9.0,78.62,,
SCH_0091,2024,6.0,,,
SCH_0084,2019,3.0,93.64,94.15,0.0
SCH_0101,2022,6.0,,70.95,
SCH_0044,2024,,46.13,98.24,1.0
SCH_0089,2021,9.0,62.52,63.01,1.0
SCH_0052,2021,8.0,,,
SCH_0117,2024,6.0,,,
SCH_0083,2024,7.0,55.4,,
SCH_0050,2023,4.0,,62.8,
SCH_0033,2020,9.0,75.18,,
SCH_0051,2019,4.0,42.99,73.16,1.0
SCH_0010,2021,4.0,,81.27,
SCH_0049,2024,11.0,,89.18,
SCH_0017,2021,6.0,,,
SCH_0052,2024,2.0,,98.39,
SCH_0040,2022,5.0,58.95,82.73,0.0
SCH_0047,2021,12.0,,,
SCH_0084,2022,9.0,92.7,75.75,0.0
SCH_0018,2022,2.0,,75.85,
SCH_0083,2024,6.0,47.75,,
SCH_0049,2024,7.0,,,
SCH_0018,2022,9.0,65.82,67.59,1.0
SCH_0020,2021,,,91.72,
SCH_0110,2024,4.0,68.9,90.36,0.0
SCH_0040,2024,5.0,69.06,97.84,0.0
SCH_0113,2020,11.0,,,
SCH_0049,2024,3.0,47.42,94.42,1.0
SCH_0059,2023,6.0,73.46,,
SCH_0045,2024,1.0,85.02,,
SCH_0057,2020,12.0,56.33,94.09,0.0
SCH_0002,2022,,62.12,61.06,1.0
SCH_0108,2023,4.0,,,
SCH_0019,2022,5.0,,82.8,
SCH_0016,2020,8.0,,,
SCH_0029,2022,6.0,,83.79,
SCH_0080,2019,9.0,82.75,,
SCH_0062,2022,9.0,,92.65,
SCH_0083,2019,9.0,75.37,,
SCH_0017,2023,12.0,80.54,67.89,1.0
SCH_0011,2022,5.0,72.62,,
SCH_0043,2024,7.0,,78.83,
SCH_0118,2020,11.0,,82.34,
SCH_0112,2023,3.0,57.88,,
SCH_0042,2021,9.0,79.57,,
SCH_0050,2019,,,,
SCH_0090,2021,,51.94,,
SCH_0120,2021,5.0,41.91,83.66,1.0
SCH_0064,2022,6.0,88.51,89.23,0.0
SCH_0027,2021,11.0,88.37,90.36,0.0
SCH_0045,2020,5.0,,,
SCH_0008,2020,6.0,88.6,67.84,1.0
SCH_0052,2019,12.0,76.58,73.61,0.0
SCH_0114,2022,6.0,,,
SCH_0099,2024,6.0,41.79,,
SCH_0033,2022,,,,
SCH_0028,2021,9.0,,71.45,
SCH_0050,2024,4.0,,,
SCH_0106,2023,3.0,68.38,,
SCH_0110,2019,12.0,56.32,,
SCH_0027,2020,3.0,,64.04,
SCH_0037,2021,4.0,69.53,90.48,0.0
SCH_0046,2024,10.0,79.92,63.19,1.0
SCH_0105,2022,3.0,50.36,,
SCH_0117,2019,12.0,,76.98,
SCH_0097,2022,8.0,,,
SCH_0068,2024,7.0,52.35,,
SCH_0013,2024,,,84.32,
SCH_0120,2021,,,83.95,
SCH_0086,2020,6.0,,61.98,
SCH_0058,2019,,,,
SCH_0090,2024,1.0,,,
SCH_0101,2022,6.0,61.3,71.73,1.0
SCH_0029,2024,12.0,64.25,84.46,0.0
SCH_0092,2022,3.0,,,
SCH_0078,2022,7.0,,63.03,
SCH_0115,2024,11.0,90.0,,
SCH_0085,2022,10.0,64.06,,
SCH_0034,2019,7.0,85.09,,
SCH_0011,2020,9.0,,65.26,
SCH_0048,2024,4.0,61.0,87.54,0.0
SCH_0047,2021,8.0,73.59,78.59,0.0
SCH_0083,2019,4.0,,,
SCH_0109,2024,12.0,,,
SCH_0073,2024,10.0,,69.85,
SCH_0068,2023,9.0,59.06,95.41,0.0
SCH_0029,2019,3.0,,,
SCH_0022,2020,9.0,,,
SCH_0009,2021,12.0,90.45,,
SCH_0016,2020,5.0,59.65,,
SCH_0063,2021,12.0,62.3,,
SCH_0014,2022,2.0,,79.2,
SCH_0015,2023,1.0,,,
SCH_0034,2024,7.0,,98.41,
SCH_0007,2023,3.0,,,
SCH_0088,2024,10.0,48.06,,
SCH_0031,2024,12.0,82.81,,
SCH_0003,2019,7.0,,77.18,
SCH_0064,2019,12.0,,77.36,
SCH_0105,2021,8.0,,70.13,
SCH_0095,2020,9.0,63.75,,
SCH_0106,2019,11.0,,,
SCH_0110,2019,1.0,78.52,70.81,1.0
SCH_0049,2021,9.0,,62.96,
SCH_0021,2023,5.0,,80.3,
SCH_0115,2021,5.0,66.33,,
SCH_0115,2019,7.0,71.29,,
SCH_0094,2023,,57.29,,
SCH_0059,2022,11.0,,64.02,
SCH_0003,2024,2.0,70.55,69.51,1.0
SCH_0106,2019,3.0,,96.81,
SCH_0010,2021,5.0,63.24,,
SCH_0022,2024,12.0,85.42,,
SCH_0061,2024,4.0,,,
SCH_0115,2022,11.0,70.16,83.95,0.0
SCH_0065,2019,5.0,73.68,,
SCH_0089,2019,4.0,,,
SCH_0067,2021,1.0,,,
SCH_0093,2019,4.0,90.98,84.4,0.0
SCH_0112,2019,8.0,,87.66,
SCH_0112,2020,11.0,49.08,,
SCH_0097,2021,3.0,,,
SCH_0043,2024,8.0,58.12,83.04,0.0
SCH_0115,2021,8.0,,88.63,
SCH_0032,2024,9.0,94.35,72.35,0.0
SCH_0042,2023,8.0,70.47,86.04,0.0
SCH_0116,2020,3.0,,70.01,
SCH_0013,2023,,44.5,74.95,1.0
SCH_0045,2020,4.0,,79.81,
SCH_0083,2020,8.0,43.76,91.44,1.0
SCH_0061,2023,4.0,,96.96,
SCH_0044,2019,7.0,58.99,80.68,0.0
SCH_0059,2020,10.0,,,
SCH_0087,2019,6.0,50.96,,
SCH_0103,2024,,,73.21,
SCH_0084,2022,10.0,,81.95,
SCH_0051,2019,4.0,,,
SCH_0050,2022,9.0,40.23,,
SCH_0048,2021,5.0,,60.99,
SCH_0097,2023,5.0,,64.34,
SCH_0014,2020,9.0,,,
SCH_0092,2021,10.0,63.93,,
SCH_0039,2024,5.0,92.09,,
SCH_0071,2021,5.0,,88.05,
SCH_0076,2019,,,,
SCH_0004,2023,11.0,56.73,86.51,0.0
SCH_0090,2021,6.0,,,
SCH_0034,2020,10.0,78.03,83.32,0.0
SCH_0032,2022,1.0,94.97,91.7,0.0
SCH_0110,2020,6.0,82.22,,
SCH_0087,2019,9.0,,,
SCH_0085,2022,4.0,72.19,,
SCH_0055,2020,4.0,59.72,,
SCH_0048,2021,12.0,93.46,75.9,0.0
SCH_0027,2021,10.0,,,
SCH_0020,2021,9.0,52.52,71.19,1.0
SCH_0067,2022,6.0,,67.57,
SCH_0089,2022,11.0,,84.67,
SCH_0096,2024,11.0,83.36,77.58,0.0
SCH_0110,2023,8.0,,,
SCH_0052,2023,6.0,,98.36,
SCH_0118,2024,5.0,52.18,,
SCH_0058,2019,4.0,,,
SCH_0106,2021,,,,
SCH_0103,2022,8.0,59.4,,
SCH_0087,2023,9.0,68.66,,
SCH_0095,2020,3.0,69.16,84.86,0.0
SCH_0081,2021,2.0,,97.14,
SCH_0024,2023,4.0,93.78,,
SCH_0034,2020,12.0,60.3,81.88,0.0
SCH_0107,2020,1.0,53.22,,
SCH_0073,2024,11.0,52.84,79.05,0.0
SCH_0036,2021,12.0,48.13,60.3,1.0
SCH_0033,2023,6.0,,79.59,
SCH_0097,2020,9.0,,,
SCH_0073,2021,6.0,77.02,69.55,1.0
SCH_0016,2021,7.0,,97.97,
SCH_0118,2023,6.0,46.84,,
SCH_0094,2023,5.0,,83.08,
SCH_0061,2024,11.0,,71.88,
SCH_0016,2021,3.0,,76.29,
SCH_0020,2022,4.0,44.94,,
SCH_0057,2023,3.0,,68.92,
SCH_0077,2019,6.0,,68.21,
SCH_0077,2021,1.0,,85.97,
SCH_0117,2023,1.0,48.5,,
SCH_0081,2023,12.0,,89.89,
SCH_0104,2020,4.0,49.59,,
SCH_0080,2021,10.0,,96.48,
SCH_0092,2024,1.0,,,
SCH_0069,2019,2.0,85.28,,
SCH_0073,2024,7.0,48.35,70.22,1.0
SCH_0102,2023,11.0,87.54,,
SCH_0102,2024,4.0,,93.95,
SCH_0058,2020,2.0,89.79,70.7,1.0
SCH_0060,2020,9.0,94.47,77.36,0.0
SCH_0004,2019,12.0,80.64,80.74,0.0
SCH_0043,2020,11.0,,92.21,
SCH_0087,2019,8.0,73.66,75.24,0.0
SCH_0090,2020,12.0,,,
SCH_0057,2021,6.0,,68.94,
SCH_0027,2020,12.0,46.23,,
SCH_0099,2021,1.0,63.26,83.96,0.0
SCH_0053,2023,12.0,56.08,,
SCH_0048,2023,1.0,68.38,,
SCH_0102,2020,4.0,58.37,,
SCH_0099,2024,11.0,,,
SCH_0046,2023,4.0,,61.18,
SCH_0096,2023,9.0,,,
SCH_0041,2023,10.0,76.79,85.12,0.0
SCH_0078,2022,3.0,83.81,,
SCH_0001,2023,7.0,54.99,90.44,0.0
SCH_0019,2022,,,,
SCH_0011,2022,7.0,,64.47,
SCH_0096,2020,10.0,62.13,96.35,0.0
SCH_0004,2022,7.0,,,
SCH_0066,2022,3.0,,93.07,
SCH_0104,2020,10.0,,97.68,
SCH_0091,2024,4.0,63.76,91.85,0.0
SCH_0091,2021,12.0,,82.55,
SCH_0080,2022,9.0,,93.67,
SCH_0041,2021,5.0,83.65,75.58,0.0
SCH_0048,2020,,54.78,,
SCH_0085,2021,9.0,43.35,99.4,1.0
SCH_0102,2019,10.0,55.54,,
SCH_0047,2021,9.0,,,
SCH_0071,2024,5.0,44.56,67.53,1.0
SCH_0021,2022,9.0,70.65,,
SCH_0084,2024,4.0,,65.62,
SCH_0104,2023,7.0,92.91,,
SCH_0027,2019,6.0,79.26,95.57,0.0
SCH_0088,2023,11.0,,,
SCH_0054,2022,9.0,54.01,78.93,0.0
SCH_0008,2022,9.0,55.59,76.05,0.0
SCH_0025,2020,11.0,,,
SCH_0011,2021,,,,
SCH_0018,2021,3.0,58.41,65.42,1.0
SCH_0062,2024,12.0,68.88,,
SCH_0081,2022,8.0,,79.59,
SCH_0011,2019,3.0,,77.8,
SCH_0048,2024,7.0,,86.38,
SCH_0020,2019,3.0,,,
SCH_0085,2023,2.0,,,
SCH_0053,2020,,47.06,,
SCH_0070,2023,10.0,,,
SCH_0112,2021,4.0,74.59,73.41,0.0
SCH_0085,2019,10.0,84.39,68.26,1.0
SCH_0088,2019,1.0,,,
SCH_0013,2024,5.0,62.46,,
SCH_0102,2021,1.0,,,
SCH_0001,2020,,,89.35,
SCH_0059,2022,3.0,,,
SCH_0108,2019,8.0,43.01,,
SCH_0040,2020,4.0,,87.95,
SCH_0110,2022,2.0,60.73,,
SCH_0099,2022,10.0,79.24,92.84,0.0
SCH_0074,2023,1.0,,82.83,
SCH_0071,2023,8.0,44.59,68.78,1.0
SCH_0009,2021,6.0,,,
SCH_0052,2022,10.0,59.53,,
SCH_0055,2022,2.0,,,
SCH_0077,2021,4.0,,,
SCH_0049,2020,12.0,44.86,69.62,1.0
SCH_0020,2023,5.0,57.32,81.08,0.0
SCH_0006,2022,,72.15,,
SCH_0098,2022,,,80.38,
SCH_0114,2023,6.0,,75.95,
SCH_0009,2019,8.0,,,
SCH_0064,2022,7.0,,,
SCH_0097,2023,6.0,,96.69,
SCH_0013,2023,5.0,52.93,,
SCH_0077,2022,12.0,,95.19,
SCH_0098,2020,1.0,71.42,,
SCH_0047,2022,6.0,73.84,,
SCH_0018,2019,10.0,,96.13,
SCH_0016,2019,1.0,48.92,88.22,1.0
SCH_0086,2020,8.0,,,
SCH_0110,2022,11.0,,96.55,
SCH_0093,2021,6.0,49.64,,
SCH_0087,2024,11.0,57.61,,
SCH_0013,2019,,,74.75,
SCH_0048,2023,11.0,,87.34,
SCH_0080,2020,12.0,,64.19,
SCH_0117,2019,,72.63,,
SCH_0070,2020,7.0,71.38,94.94,0.0
SCH_0105,2023,8.0,68.18,,
SCH_0016,2022,8.0,,97.89,
SCH_0111,2023,10.0,,75.91,
SCH_0034,2021,10.0,89.29,,
SCH_0071,2024,7.0,,67.74,
SCH_0051,2024,7.0,70.96,60.77,1.0
SCH_0071,2020,7.0,48.61,,
SCH_0078,2022,1.0,,,
SCH_0026,2021,3.0,94.92,79.35,0.0
SCH_0049,2021,3.0,,,
SCH_0091,2023,4.0,,95.8,
SCH_0091,2021,5.0,61.75,70.09,1.0
SCH_0075,2024,8.0,90.33,,
SCH_0075,2020,4.0,59.45,68.44,1.0
SCH_0015,2024,4.0,,,
SCH_0052,2020,4.0,40.08,70.47,1.0
SCH_0034,2023,3.0,61.83,67.24,1.0
SCH_0040,2019,4.0,,85.28,
SCH_0102,2019,2.0,,,
SCH_0050,2019,,,,
SCH_0116,2022,9.0,50.42,,
SCH_0119,2022,6.0,,80.56,
SCH_0116,2020,3.0,55.17,67.8,1.0
SCH_0013,2024,8.0,87.07,,
SCH_0048,2021,9.0,83.6,71.11,1.0
SCH_0098,2022,9.0,,,
SCH_0105,2023,6.0,,67.25,
SCH_0057,2023,11.0,59.14,65.76,1.0
SCH_0096,2022,,76.64,,
SCH_0022,2020,5.0,,,
SCH_0019,2020,1.0,,63.69,
SCH_0058,2020,10.0,,,
SCH_0119,2020,8.0,,71.51,
SCH_0029,2023,5.0,80.47,,
SCH_0043,2022,7.0,,,
SCH_0119,2020,,,93.13,
SCH_0051,2023,6.0,80.53,92.91,0.0
SCH_0114,2019,8.0,57.03,67.38,1.0
SCH_0040,2021,2.0,43.87,,
SCH_0083,2024,3.0,,,
SCH_0024,2021,2.0,,82.74,
SCH_0073,2022,3.0,,,
SCH_0030,2022,,47.98,73.64,1.0
SCH_0074,2020,1.0,,79.37,
SCH_0113,2022,4.0,57.62,,
SCH_0105,2021,3.0,49.05,85.11,1.0
SCH_0097,2024,8.0,,75.31,
SCH_0029,2024,10.0,45.15,91.33,1.0
SCH_0091,2022,3.0,,,
SCH_0087,2024,2.0,63.69,,
SCH_0112,2023,7.0,,85.8,
SCH_0006,2019,7.0,,,
SCH_0023,2023,8.0,82.26,,
SCH_0032,2020,1.0,,90.68,
SCH_0063,2021,,,79.98,
SCH_0067,2020,4.0,55.02,83.15,0.0
SCH_0024,2019,12.0,,,
SCH_0096,2020,7.0,,99.22,
SCH_0012,2023,11.0,,76.78,
SCH_0071,2023,3.0,,84.12,
SCH_0056,2022,9.0,,,
SCH_0082,2022,8.0,,,
SCH_0031,2019,8.0,,87.98,
